tempo,onset_mean,onset_var,onset_max,autocorr_mean,autocorr_var,autocorr_max,pulse_mean,pulse_var,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,label,filename
103.359375,1.3304377,1.6988885,9.234395,764.6324,231710.89,2990.2375,0.22740342,0.084636495,105.12781,-28.969625,28.867247,-16.355696,6.738037,18.928978,12.861556,13.591981,10.4594,8.204939,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_003.wav
103.359375,1.4295527,1.9678482,10.202388,882.8061,295073.75,3457.886,0.24582289,0.092012934,102.86564,-20.590752,30.91721,-15.153885,9.6967535,27.868464,18.128815,17.361973,11.283051,8.284893,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_004.wav
103.359375,1.3787434,1.83432,8.74178,821.17,252454.81,3219.7886,0.25919276,0.10449392,104.80139,-18.0208,27.579031,-13.701045,9.85481,21.513802,16.63485,13.689309,11.7013235,9.499886,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_005.wav
103.359375,1.3030114,1.136508,8.22851,733.1856,192843.17,2443.2065,0.23334947,0.08518647,96.40527,-32.16035,33.86635,-16.114449,3.477481,15.332369,11.224264,12.305378,9.331375,8.236691,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_006.wav
103.359375,1.361484,1.6410626,8.0714655,800.6659,253709.84,3012.4324,0.26584572,0.10510815,96.87603,-21.281168,32.90891,-11.551425,7.51602,26.426613,20.22281,16.298126,11.441754,7.6493773,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_007.wav
103.359375,1.4156579,2.0447905,9.27146,865.786,299024.8,3490.1326,0.22465494,0.080583684,97.30345,-18.620655,30.59129,-11.890084,8.310175,27.869907,19.254433,15.751244,11.370252,8.794913,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_008.wav
107.666015625,1.3792566,1.6577821,8.66884,821.69244,241983.12,3068.8328,0.2626599,0.104303606,99.27449,-20.731413,30.074518,-15.690199,9.198961,24.37283,15.48316,17.523663,12.3999815,9.52574,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_009.wav
107.666015625,1.323943,1.4071229,8.724932,757.0476,206401.4,2723.875,0.23679623,0.08815045,99.10523,-27.933613,31.277668,-17.546263,5.0076118,18.658482,11.893926,13.666897,10.6815,8.015934,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_010.wav
103.359375,1.2891512,1.2181697,6.801703,717.72345,186712.36,2482.6294,0.2398802,0.09116252,103.21867,-25.527962,37.370476,-14.962769,4.4830976,20.738384,16.195183,13.169262,10.610897,8.758752,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_011.wav
103.359375,1.3680978,1.3822371,9.065599,808.32587,232575.25,2804.8862,0.24373524,0.090663806,98.177246,-24.194593,30.598825,-13.805888,7.978835,19.626865,14.756402,13.566878,12.372168,8.643878,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_012.wav
103.359375,1.4243098,1.9431596,9.150401,876.338,304827.5,3423.7078,0.24581628,0.09368585,97.71926,-20.373915,31.177406,-10.426016,9.027427,20.06384,16.239635,16.661861,12.115078,10.476613,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_013.wav
107.666015625,1.4105239,2.2544854,8.585852,859.6301,299413.78,3658.3826,0.27169245,0.11227197,104.63564,-20.850573,30.735737,-13.322827,9.163145,17.374811,12.279823,14.54955,10.2508745,7.9457393,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_014.wav
103.359375,1.4336798,2.5583014,11.661955,888.2004,355520.16,3977.043,0.25747675,0.1018172,102.029076,-16.088491,33.008026,-14.946146,11.279691,20.203146,13.616931,16.02359,12.036239,7.9573703,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_015.wav
107.666015625,1.3927311,2.0096042,8.842616,837.9853,273725.66,3404.2998,0.24352211,0.09153346,101.21043,-18.775118,30.106176,-14.386911,11.640424,22.716564,13.183639,14.270606,12.823925,9.244115,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_016.wav
107.666015625,1.3821924,1.7910738,8.846412,825.25726,264067.75,3190.7188,0.26374036,0.104359426,98.28533,-18.281494,30.75054,-16.240889,9.4322405,22.577654,19.068293,14.813599,13.569832,8.921848,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_017.wav
103.359375,1.3970268,1.9657396,8.236295,843.1344,285661.28,3376.8188,0.28362164,0.11965367,100.71527,-19.558561,33.13535,-16.932926,10.226069,21.896303,14.471214,14.923738,12.735017,8.614142,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_018.wav
107.666015625,1.2962844,1.6687459,15.137887,725.90686,184471.77,2886.9236,0.19197579,0.066228546,98.15946,-27.950378,29.468582,-12.300003,8.987122,19.50366,15.147149,15.373983,10.527722,9.888536,teentaal,Kal Chaudhvin Ki Raat Thi with lyrics ｜ कल चौदहवीं की रात थी ｜ Jagjit Singh ｜ Duniya Jise Kahte Hain_019.wav
143.5546875,1.0453817,0.5272573,5.593644,471.81677,74276.18,1396.5093,0.14256577,0.041576907,94.105095,-24.584455,3.247451,-10.854843,5.7935386,17.48803,14.928818,11.073913,13.436365,10.008726,teentaal,Man Mandira - Shivam Mahadevan ｜ Katyar Kaljat Ghusli ｜ Shankar Mahadevan & Sachin Pilgaonkar_001.wav
143.5546875,1.3504554,1.5918535,9.21385,787.7353,236368.97,2944.2327,0.23375393,0.0914387,109.17825,-7.820999,16.135824,-1.3938577,4.9405746,20.325674,17.072918,15.244932,12.632453,10.590164,teentaal,Man Mandira - Shivam Mahadevan ｜ Katyar Kaljat Ghusli ｜ Shankar Mahadevan & Sachin Pilgaonkar_002.wav
